Series Name,Series Code,Country Name,Country Code,Year,Year Code,Value
Health expenditure total (current US$),SH.XPD.TOTL.CD,Tonga,TON,2009,YR2009,15021260.07
Health expenditure total (current US$),SH.XPD.TOTL.CD,Tonga,TON,2010,YR2010,17015686.08
Health expenditure total (current US$),SH.XPD.TOTL.CD,Tonga,TON,2011,YR2011,18005736.27
Health expenditure total (current US$),SH.XPD.TOTL.CD,Tonga,TON,2012,YR2012,20639522.91
Health expenditure total (current US$),SH.XPD.TOTL.CD,Tonga,TON,2013,YR2013,21472026.3
Health expenditure total (current US$),SH.XPD.TOTL.CD,Tuvalu,TUV,2009,YR2009,3468976.874
Health expenditure total (current US$),SH.XPD.TOTL.CD,Tuvalu,TUV,2010,YR2010,5342865.455
Health expenditure total (current US$),SH.XPD.TOTL.CD,Tuvalu,TUV,2011,YR2011,6606699.182
Health expenditure total (current US$),SH.XPD.TOTL.CD,Tuvalu,TUV,2012,YR2012,5514021.568
Health expenditure total (current US$),SH.XPD.TOTL.CD,Tuvalu,TUV,2013,YR2013,6956255.585
Health expenditure total (current US$),SH.XPD.TOTL.CD,Vanuatu,VUT,2009,YR2009,23795153.01
Health expenditure total (current US$),SH.XPD.TOTL.CD,Vanuatu,VUT,2010,YR2010,32763654.03
Health expenditure total (current US$),SH.XPD.TOTL.CD,Vanuatu,VUT,2011,YR2011,30125766.77
Health expenditure total (current US$),SH.XPD.TOTL.CD,Vanuatu,VUT,2012,YR2012,28595776.08
Health expenditure total (current US$),SH.XPD.TOTL.CD,Vanuatu,VUT,2013,YR2013,31131744.18
Health expenditure total (current US$),SH.XPD.TOTL.CD,Vietnam,VNM,2009,YR2009,6333964318
Health expenditure total (current US$),SH.XPD.TOTL.CD,Vietnam,VNM,2010,YR2010,7374243890
Health expenditure total (current US$),SH.XPD.TOTL.CD,Vietnam,VNM,2011,YR2011,8405660088
Health expenditure total (current US$),SH.XPD.TOTL.CD,Vietnam,VNM,2012,YR2012,9306434175
Health expenditure total (current US$),SH.XPD.TOTL.CD,Vietnam,VNM,2013,YR2013,10191989947
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,American Samoa,ASM,2009,YR2009,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,American Samoa,ASM,2010,YR2010,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,American Samoa,ASM,2011,YR2011,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,American Samoa,ASM,2012,YR2012,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,American Samoa,ASM,2013,YR2013,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Australia,AUS,2009,YR2009,9.04188995
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Australia,AUS,2010,YR2010,9.02292419
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Australia,AUS,2011,YR2011,9.21146113
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Australia,AUS,2012,YR2012,9.35603797
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Australia,AUS,2013,YR2013,9.4353552
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Brunei Darussalam,BRN,2009,YR2009,2.81601903
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Brunei Darussalam,BRN,2010,YR2010,2.73318412
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Brunei Darussalam,BRN,2011,YR2011,2.24589933
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Brunei Darussalam,BRN,2012,YR2012,2.30069058
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Brunei Darussalam,BRN,2013,YR2013,2.52461127
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Cambodia,KHM,2009,YR2009,6.260039
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Cambodia,KHM,2010,YR2010,5.82000183
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Cambodia,KHM,2011,YR2011,5.55971631
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Cambodia,KHM,2012,YR2012,7.34787673
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Cambodia,KHM,2013,YR2013,7.51883297
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,China,CHN,2009,YR2009,5.1457217
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,China,CHN,2010,YR2010,4.97627728
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,China,CHN,2011,YR2011,5.14599544
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,China,CHN,2012,YR2012,5.41301608
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,China,CHN,2013,YR2013,5.56750228
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Fiji,FJI,2009,YR2009,4.17806696
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Fiji,FJI,2010,YR2010,4.11699674
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Fiji,FJI,2011,YR2011,3.93839683
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Fiji,FJI,2012,YR2012,3.9825466
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Fiji,FJI,2013,YR2013,4.13153294
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,French Polynesia,PYF,2009,YR2009,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,French Polynesia,PYF,2010,YR2010,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,French Polynesia,PYF,2011,YR2011,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,French Polynesia,PYF,2012,YR2012,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,French Polynesia,PYF,2013,YR2013,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Guam,GUM,2009,YR2009,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Guam,GUM,2010,YR2010,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Guam,GUM,2011,YR2011,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Guam,GUM,2012,YR2012,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Guam,GUM,2013,YR2013,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Hong Kong SAR China,HKG,2009,YR2009,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Hong Kong SAR China,HKG,2010,YR2010,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Hong Kong SAR China,HKG,2011,YR2011,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Hong Kong SAR China,HKG,2012,YR2012,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Hong Kong SAR China,HKG,2013,YR2013,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Indonesia,IDN,2009,YR2009,2.82545945
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Indonesia,IDN,2010,YR2010,2.91806931
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Indonesia,IDN,2011,YR2011,2.86402797
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Indonesia,IDN,2012,YR2012,3.03388764
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Indonesia,IDN,2013,YR2013,3.0683644
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Japan,JPN,2009,YR2009,9.52575136
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Japan,JPN,2010,YR2010,9.58899117
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Japan,JPN,2011,YR2011,10.07641531
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Japan,JPN,2012,YR2012,10.28041947
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Japan,JPN,2013,YR2013,10.29904869
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Kiribati,KIR,2009,YR2009,10.84030368
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Kiribati,KIR,2010,YR2010,10.54813934
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Kiribati,KIR,2011,YR2011,10.44983773
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Kiribati,KIR,2012,YR2012,10.18157203
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Kiribati,KIR,2013,YR2013,10.0761463
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Korea Dem. Rep.,PRK,2009,YR2009,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Korea Dem. Rep.,PRK,2010,YR2010,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Korea Dem. Rep.,PRK,2011,YR2011,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Korea Dem. Rep.,PRK,2012,YR2012,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Korea Dem. Rep.,PRK,2013,YR2013,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Korea Rep.,KOR,2009,YR2009,7.18895648
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Korea Rep.,KOR,2010,YR2010,7.33433912
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Korea Rep.,KOR,2011,YR2011,7.42312793
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Korea Rep.,KOR,2012,YR2012,7.63369522
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Korea Rep.,KOR,2013,YR2013,7.17279614
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Lao PDR,LAO,2009,YR2009,3.6109052
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Lao PDR,LAO,2010,YR2010,2.35855251
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Lao PDR,LAO,2011,YR2011,2.1038206
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Lao PDR,LAO,2012,YR2012,1.91813468
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Lao PDR,LAO,2013,YR2013,1.97843831
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Macao SAR China,MAC,2009,YR2009,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Macao SAR China,MAC,2010,YR2010,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Macao SAR China,MAC,2011,YR2011,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Macao SAR China,MAC,2012,YR2012,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Macao SAR China,MAC,2013,YR2013,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Malaysia,MYS,2009,YR2009,3.97454959
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Malaysia,MYS,2010,YR2010,3.99044068
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Malaysia,MYS,2011,YR2011,3.89168132
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Malaysia,MYS,2012,YR2012,4.01444376
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Malaysia,MYS,2013,YR2013,4.02742152
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Marshall Islands,MHL,2009,YR2009,17.49421229
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Marshall Islands,MHL,2010,YR2010,16.02645409
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Marshall Islands,MHL,2011,YR2011,16.01992261
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Marshall Islands,MHL,2012,YR2012,15.62305842
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Marshall Islands,MHL,2013,YR2013,16.53220346
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Micronesia Fed. Sts.,FSM,2009,YR2009,13.4205063
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Micronesia Fed. Sts.,FSM,2010,YR2010,13.83144119
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Micronesia Fed. Sts.,FSM,2011,YR2011,13.71187398
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Micronesia Fed. Sts.,FSM,2012,YR2012,12.80810584
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Micronesia Fed. Sts.,FSM,2013,YR2013,12.59383638
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Mongolia,MNG,2009,YR2009,6.44438699
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Mongolia,MNG,2010,YR2010,6.26546921
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Mongolia,MNG,2011,YR2011,5.97075078
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Mongolia,MNG,2012,YR2012,6.28391586
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Mongolia,MNG,2013,YR2013,6.00926565
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Myanmar,MMR,2009,YR2009,2.11005186
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Myanmar,MMR,2010,YR2010,1.92028227
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Myanmar,MMR,2011,YR2011,1.8300352
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Myanmar,MMR,2012,YR2012,1.78585808
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Myanmar,MMR,2013,YR2013,1.77013911
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,New Caledonia,NCL,2009,YR2009,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,New Caledonia,NCL,2010,YR2010,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,New Caledonia,NCL,2011,YR2011,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,New Caledonia,NCL,2012,YR2012,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,New Caledonia,NCL,2013,YR2013,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,New Zealand,NZL,2009,YR2009,9.8354191
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,New Zealand,NZL,2010,YR2010,9.95202372
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,New Zealand,NZL,2011,YR2011,10.0098146
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,New Zealand,NZL,2012,YR2012,10.19646705
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,New Zealand,NZL,2013,YR2013,9.73879432
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Northern Mariana Islands,MNP,2009,YR2009,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Northern Mariana Islands,MNP,2010,YR2010,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Northern Mariana Islands,MNP,2011,YR2011,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Northern Mariana Islands,MNP,2012,YR2012,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Northern Mariana Islands,MNP,2013,YR2013,..
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Palau,PLW,2009,YR2009,8.3973901
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Palau,PLW,2010,YR2010,9.65156934
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Palau,PLW,2011,YR2011,8.99569892
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Palau,PLW,2012,YR2012,9.50055849
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Palau,PLW,2013,YR2013,9.88783243
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Papua New Guinea,PNG,2009,YR2009,3.7895621
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Papua New Guinea,PNG,2010,YR2010,3.5434904
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Papua New Guinea,PNG,2011,YR2011,3.45500271
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Papua New Guinea,PNG,2012,YR2012,4.44845747
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Papua New Guinea,PNG,2013,YR2013,4.49326279
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Philippines,PHL,2009,YR2009,4.26311855
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Philippines,PHL,2010,YR2010,4.22977561
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Philippines,PHL,2011,YR2011,4.29083858
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Philippines,PHL,2012,YR2012,4.42785736
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Philippines,PHL,2013,YR2013,4.39834128
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Samoa,WSM,2009,YR2009,5.67365992
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Samoa,WSM,2010,YR2010,6.40226425
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Samoa,WSM,2011,YR2011,6.78746547
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Samoa,WSM,2012,YR2012,6.68555095
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Samoa,WSM,2013,YR2013,7.50705683
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Singapore,SGP,2009,YR2009,4.2585833
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Singapore,SGP,2010,YR2010,3.93850013
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Singapore,SGP,2011,YR2011,3.94324473
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Singapore,SGP,2012,YR2012,4.22744952
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Singapore,SGP,2013,YR2013,4.55444823
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Solomon Islands,SLB,2009,YR2009,7.88145973
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Solomon Islands,SLB,2010,YR2010,7.32726054
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Solomon Islands,SLB,2011,YR2011,5.04517668
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Solomon Islands,SLB,2012,YR2012,5.53207642
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Solomon Islands,SLB,2013,YR2013,5.13286709
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Thailand,THA,2009,YR2009,4.11248026
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Thailand,THA,2010,YR2010,3.80909271
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Thailand,THA,2011,YR2011,4.11986223
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Thailand,THA,2012,YR2012,4.50437467
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Thailand,THA,2013,YR2013,4.57426969
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Timor-Leste,TMP,2009,YR2009,1.34836654
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Timor-Leste,TMP,2010,YR2010,0.93388256
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Timor-Leste,TMP,2011,YR2011,0.71525454
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Timor-Leste,TMP,2012,YR2012,1.40731094
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Timor-Leste,TMP,2013,YR2013,1.27311032
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Tonga,TON,2009,YR2009,4.60014513
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Tonga,TON,2010,YR2010,4.55380877
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Tonga,TON,2011,YR2011,4.01665864
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Tonga,TON,2012,YR2012,4.44025893
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Tonga,TON,2013,YR2013,4.71118441
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Tuvalu,TUV,2009,YR2009,12.84749163
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Tuvalu,TUV,2010,YR2010,16.79273741
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Tuvalu,TUV,2011,YR2011,18.45221333
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Tuvalu,TUV,2012,YR2012,14.95344885
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Tuvalu,TUV,2013,YR2013,19.72002186
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Vanuatu,VUT,2009,YR2009,3.90053974
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Vanuatu,VUT,2010,YR2010,4.67515196
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Vanuatu,VUT,2011,YR2011,3.83403591
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Vanuatu,VUT,2012,YR2012,3.63380138
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Vanuatu,VUT,2013,YR2013,3.85245147
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Vietnam,VNM,2009,YR2009,5.97461506
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Vietnam,VNM,2010,YR2010,6.36084929
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Vietnam,VNM,2011,YR2011,6.2016319
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Vietnam,VNM,2012,YR2012,5.97255427
Health expenditure total (% of GDP),SH.XPD.TOTL.ZS,Vietnam,VNM,2013,YR2013,5.95243624
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,American Samoa,ASM,2009,YR2009,..
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,American Samoa,ASM,2010,YR2010,..
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,American Samoa,ASM,2011,YR2011,..
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,American Samoa,ASM,2012,YR2012,..
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,American Samoa,ASM,2013,YR2013,..
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Australia,AUS,2009,YR2009,68.38953949
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Australia,AUS,2010,YR2010,67.96616137
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Australia,AUS,2011,YR2011,68.65029211
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Australia,AUS,2012,YR2012,67.17296739
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Australia,AUS,2013,YR2013,66.60828556
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Brunei Darussalam,BRN,2009,YR2009,92.04134831
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Brunei Darussalam,BRN,2010,YR2010,92.19921806
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Brunei Darussalam,BRN,2011,YR2011,92.02239912
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Brunei Darussalam,BRN,2012,YR2012,91.82123398
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Brunei Darussalam,BRN,2013,YR2013,91.87932591
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Cambodia,KHM,2009,YR2009,19.44617437
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Cambodia,KHM,2010,YR2010,22.47375788
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Cambodia,KHM,2011,YR2011,22.62963926
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Cambodia,KHM,2012,YR2012,19.70992028
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Cambodia,KHM,2013,YR2013,20.49912878
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,China,CHN,2009,YR2009,52.49844515
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,China,CHN,2010,YR2010,54.31100194
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,China,CHN,2011,YR2011,55.89040807
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,China,CHN,2012,YR2012,55.95604396
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,China,CHN,2013,YR2013,55.80431866
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Fiji,FJI,2009,YR2009,69.37382923
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Fiji,FJI,2010,YR2010,70.13422179
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Fiji,FJI,2011,YR2011,65.99454943
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Fiji,FJI,2012,YR2012,66.17858743
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Fiji,FJI,2013,YR2013,67.39821423
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,French Polynesia,PYF,2009,YR2009,..
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,French Polynesia,PYF,2010,YR2010,..
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,French Polynesia,PYF,2011,YR2011,..
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,French Polynesia,PYF,2012,YR2012,..
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,French Polynesia,PYF,2013,YR2013,..
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Guam,GUM,2009,YR2009,..
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Guam,GUM,2010,YR2010,..
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Guam,GUM,2011,YR2011,..
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Guam,GUM,2012,YR2012,..
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Guam,GUM,2013,YR2013,..
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Hong Kong SAR China,HKG,2009,YR2009,..
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Hong Kong SAR China,HKG,2010,YR2010,..
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Hong Kong SAR China,HKG,2011,YR2011,..
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Hong Kong SAR China,HKG,2012,YR2012,..
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Hong Kong SAR China,HKG,2013,YR2013,..
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Indonesia,IDN,2009,YR2009,36.08437634
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Indonesia,IDN,2010,YR2010,37.69159019
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Indonesia,IDN,2011,YR2011,37.92302764
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Indonesia,IDN,2012,YR2012,39.60620686
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Indonesia,IDN,2013,YR2013,38.98752454
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Japan,JPN,2009,YR2009,81.51885828
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Japan,JPN,2010,YR2010,82.09897847
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Japan,JPN,2011,YR2011,82.59697285
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Japan,JPN,2012,YR2012,82.13153329
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Japan,JPN,2013,YR2013,82.07058946
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Kiribati,KIR,2009,YR2009,82.68393993
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Kiribati,KIR,2010,YR2010,82.72179079
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Kiribati,KIR,2011,YR2011,81.99995534
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Kiribati,KIR,2012,YR2012,81.65349559
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Kiribati,KIR,2013,YR2013,82.50782811
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Korea Dem. Rep.,PRK,2009,YR2009,..
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Korea Dem. Rep.,PRK,2010,YR2010,..
Health expenditure public (% of total health expenditure),SH.XPD.PUBL,Korea Dem. Rep.,PRK,2011,YR2011,..
